ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Evaluación";"2";"2025-11-18 03:02:47"
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Recursos para el aprendizaje";"2";"2025-11-18 03:02:47"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Apoyo a la investigación";"4";"2025-11-18 03:02:47"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Estímulos";"4";"2025-11-18 03:02:47"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Inducción";"4";"2025-11-18 03:02:47"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a grupos poblacionales o en situación de vulnerabilidad que experimentan barreras al aprendizaje y la participación";"2";"2025-11-18 03:02:47"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Participación de los estudiantes";"3";"2025-11-18 03:02:47"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Presupuesto anual del Fondo de Servicios Educativos (FSE)";"4";"2025-11-18 03:02:47"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Uso de la planta física y de los medios";"4";"2025-11-18 03:02:47"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Ambiente Físico";"3";"2025-11-18 03:02:47"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Casos Difíciles";"3";"2025-11-18 03:02:47"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Conflictos";"3";"2025-11-18 03:02:47"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Estrategia pedagógica";"4";"2025-11-18 03:02:47"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Liderazgo";"4";"2025-11-18 03:02:47"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Comisión de Evaluación y Promoción";"4";"2025-11-18 03:02:47"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Comité de Convivencia";"4";"2025-11-18 03:02:47"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Académico";"4";"2025-11-18 03:02:47"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo de Padres de Familia";"3";"2025-11-18 03:02:47"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Personero Estudiantil";"4";"2025-11-18 03:02:47"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Autoridades Educativas";"4";"2025-11-18 03:02:47"